File,Computation Value
run_67.out,0.007711
run_4.out,0.007722
run_12.out,0.007829
run_20.out,0.007711
run_25.out,0.007712
run_50.out,0.007721
run_78.out,0.012837
run_85.out,0.00771
run_79.out,0.007714
run_66.out,0.007693
run_21.out,0.007866
run_86.out,0.007714
run_87.out,0.007696
run_91.out,0.007841
run_16.out,0.007774
run_90.out,0.007863
run_22.out,0.007732
run_37.out,0.00771
run_18.out,0.007832
run_65.out,0.007723
run_76.out,0.007708
run_54.out,0.007701
run_72.out,0.00783
run_99.out,0.007689
run_47.out,0.00771
run_57.out,0.007725
run_96.out,0.007764
run_98.out,0.007694
run_41.out,0.007703
run_36.out,0.007706
run_58.out,0.007849
run_31.out,0.007717
run_1.out,0.007709
run_6.out,0.007709
run_3.out,0.007699
run_32.out,0.007707
run_45.out,0.007703
run_60.out,0.007712
run_49.out,0.007719
run_92.out,0.007706
run_39.out,0.007716
run_61.out,0.007697
run_30.out,0.007711
run_0.out,0.007692
run_63.out,0.007698
run_29.out,0.007751
run_82.out,0.007722
run_38.out,0.007719
run_14.out,0.007721
run_44.out,0.007907
run_52.out,0.007706
run_26.out,0.0077
run_23.out,0.007725
run_24.out,0.007729
run_88.out,0.007709
run_81.out,0.007703
run_68.out,0.007711
run_11.out,0.007711
run_27.out,0.007717
run_8.out,0.007719
run_77.out,0.00772
run_62.out,0.007732
run_75.out,0.007738
run_95.out,0.007717
run_10.out,0.007727
run_89.out,0.007718
run_40.out,0.007709
run_55.out,0.007698
run_13.out,0.007711
run_56.out,0.007707
run_34.out,0.007727
run_73.out,0.00772
run_93.out,0.007711
run_84.out,0.007752
run_51.out,0.007704
run_74.out,0.007706
run_9.out,0.007715
run_33.out,0.00772
run_19.out,0.007755
run_7.out,0.00771
run_35.out,0.00769
run_83.out,0.007875
run_15.out,0.007696
run_80.out,0.007704
run_53.out,0.007777
run_48.out,0.007701
run_71.out,0.007719
run_69.out,0.007777
run_43.out,0.007688
run_2.out,0.00785
run_28.out,0.007922
run_70.out,0.007716
run_42.out,0.007721
run_94.out,0.007712
run_64.out,0.007707
run_59.out,0.007693
run_17.out,0.007721
run_5.out,0.007836
run_46.out,0.007723
run_97.out,0.007721
